OBJECTID,FULLADDRESS,BuildingName,Square,Lot,Date,MapYear,Permit_Notes,NOTES,Suffix,EDITTYPE,House_Key,House_Type,Extant,Updated,Facade,Flag,Contributing,ArchitectGroup,Developer,Quantity,Rooms,Width,Depth,Number_of_Families,Store,Stories,Permits_Last_Editor,Permits_Last_Edit_Date,RazedFlag,PermitsSource,PermitNumber,Owner,Architect,Builder,Material,Purpose,EstimatedCost,MicrofilmRoll,PermitType,SolidFilled,FoundationMaterial,StoneType,RoofType,FrontMaterial,RoofMaterial,Heat,Shape__Area,Shape__Length
169,1852 ONTARIO PLACE NW,,2583,400,3/22/1912 12:00:00 AM,1912,,,,,59287.0,Rowhouse,1.0,1.0,building,0.0,,"Grimm, N. R.","King, Chas. W., Jr.",4.0,0.0,19.0,39.0,1.0,0.0,3.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,4170,"King, Chas. W., Jr.","Grimm, N. R.","King, Chas. W., Jr.",brick,dwelling,25000.0,678,,solid,concrete,,pitch & flat,brick,tin & slate,hot water,218.06640625,74.8527377582689
170,1858 ONTARIO PLACE NW,,2583,397,3/22/1912 12:00:00 AM,1912,,,,,59290.0,Rowhouse,1.0,1.0,building,0.0,,"Grimm, N. R.","King, Chas. W., Jr.",4.0,0.0,19.0,39.0,1.0,0.0,3.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,4170,"King, Chas. W., Jr.","Grimm, N. R.","King, Chas. W., Jr.",brick,dwelling,25000.0,678,,solid,concrete,,pitch & flat,brick,tin & slate,hot water,202.6953125,73.5973899998423
171,1854 ONTARIO PLACE NW,,2583,399,3/22/1912 12:00:00 AM,1912,,,,,59288.0,Rowhouse,1.0,1.0,building,0.0,,"Grimm, N. R.","King, Chas. W., Jr.",4.0,0.0,19.0,39.0,1.0,0.0,3.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,4170,"King, Chas. W., Jr.","Grimm, N. R.","King, Chas. W., Jr.",brick,dwelling,25000.0,678,,solid,concrete,,pitch & flat,brick,tin & slate,hot water,181.97265625,72.131614645863
172,4411 46TH STREET NW,,1565,56,10/12/1940 12:00:00 AM,1940,,,,,116640.0,Detached,1.0,1.0,building,0.0,,"White, Clifton B.","Isen, David",1.0,7.0,30.0,24.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,237584,"Isen, David","White, Clifton B.","Isen, David",cinder block & brick,dwelling,8500.0,637,,,cinder block & brick,,pitch,,slate,hot water,149.30078125,51.5553615270748
173,3522 CONNECTICUT AVENUE NW,Engine Co. No. 28,2068,809,,1916,,,,,,,1.0,,,,Yes,"Ashford, Snowden",DC Government,,,,,,0.0,,BKRAFT,9/28/2016 4:43:48 PM,0.0,"National Register Nomination Form, Cleveland Park Historic District",,DC Government,"Ashford, Snowden", ,,fire house,,,,,,,,,,,600.3125,116.240379420001
174,4838 BROAD BRANCH ROAD NW,,2272,836,,1952,,,,,,,,,,,,,,,,,,,,,BKRAFT,9/28/2016 7:40:15 PM,0.0,DC Office of Tax & Revenue,, ,, ,,dwelling,,,,,,,,,,,237.2890625,65.0324869967389
181,4711 FULTON STREET NW,,1408,21,9/2/1941 12:00:00 AM,1941,,,,,119921.0,Detached,1.0,1.0,building,0.0,,"MacNeil, G. E.",Miller (W. C. & A. N.) Development Co.,1.0,10.0,39.0,31.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,247053,Miller (W. C. & A. N.) Development Co.,"MacNeil, G. E.",Miller (W. C. & A. N.) Development Co.,brick & frame,dwelling,12000.0,652,,,brick & tile,,pitch,,slate,air conditioning,354.08203125,87.7098926496457
182,5422 NEVADA AVENUE NW,,1993,13,12/8/1925 12:00:00 AM,1925,,,,,8909.0,Detached,1.0,1.0,building,0.0,,"Bauckman, W. T.","Casey, Alice",1.0,6.0,26.0,28.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,5155,"Casey, Alice","Bauckman, W. T.","Bauckman, W. T.",brick & tile,dwelling,8000.0,320,,solid,brick & tile,,pitch,brick,slate,hot water,218.78125,61.7320604715158
183,1511 34TH STREET NW,,1254,218,,1859,,on 1869 assessment,,,,,1.0,,,,,,"Oyster, David W.",,,,,,0.0,,BKRAFT,8/3/2015 3:21:34 PM,0.0,Boschke Map,,"Oyster, David W.",, ,,dwelling,,,,,,,,,,,123.78515625,52.9104691793373
190,4535 31ST STREET NW,,2041,825,4/29/1955 12:00:00 AM,1955,,,,,136064.0,Detached,1.0,1.0,building,0.0,,,"Lowenstein, David",1.0,0.0,0.0,0.0,0.0,0.0,0.0,BKRAFT,2/29/2016 3:02:07 PM,0.0,DC Historical Building Permits Index,A-65781,"Lowenstein, David",, ,,dwelling,0.0,,,,,,,,,,368.25390625,79.7268891786491
191,3342 DENT PLACE NW,,1278,847,4/15/1907 12:00:00 AM,1907,,,,,48501.0,,1.0,1.0,building,0.0,,Goodrick,"Spaulding, E.",1.0,0.0,17.0,20.0,,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,3220,"Spaulding, E.",Goodrick,"Spaulding, E.",brick,stable,500.0,409,,solid,concrete,,flat,brick,tin,,53.4375,29.6615683955798
198,4611 RIVER ROAD NW,,1575,80,6/5/1936 12:00:00 AM,1936,,,,,73283.0,Detached,1.0,1.0,building,0.0,,"Johannes, Dana B., Jr.",Luchs (A.) & Son,1.0,6.0,26.0,28.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,191964,Luchs (A.) & Son,"Johannes, Dana B., Jr.",Luchs (A.) & Son,brick,dwelling,7200.0,557,,,brick,,pitch,,slate,hot water,153.984375,54.4679261340012
200,6129 BROAD BRANCH ROAD NW,,2008,802,1/13/1927 12:00:00 AM,1927,se cor Stephenson,,,,12910.0,Detached,1.0,1.0,building,0.0,,Terrell & Dinger,Terrell & Dinger,1.0,8.0,45.0,31.0,0.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,5799,Terrell & Dinger,Terrell & Dinger,Terrell & Dinger,brick & frame,dwelling,14000.0,347,,solid,concrete,,pitch,,composition shingles,hot water,204.00390625,59.9378746031544
202,1704 U STREET NW,,151,815,12/2/1925 12:00:00 AM,1925,"addition to old bldg, first heat by electricity",,,,8845.0,Attached,1.0,1.0,building,0.0,Yes,"Lawless, W. A.","Gregor, U.",1.0,0.0,0.0,20.0,,0.0,1.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,4975,"Gregor, U.","Lawless, W. A.","Lawless, A. M.",brick,tailor shop,500.0,320,,,"brick, concrete",,flat,brick,tin,electricity,115.953125,44.1278196071701
204,2501 MASSACHUSETTS AVENUE NW,,2505,9,2/4/1916 12:00:00 AM,1916,ne cor CA st,,,,25821.0,Detached,1.0,1.0,building,0.0,Yes,"Wood, Waddy B. / Donn & Deming","Harlow, Captain C. H., U.S.N",1.0,0.0,53.0,42.0,1.0,0.0,3.0,BKRAFT,4/2/2016 3:23:49 PM,0.0,DC Historical Building Permits Database,3317,"Harlow, Captain C. H., U.S.N","Wood, Waddy B.",Richardson & Burgess,"brick, STONE, ?",dwelling,31000.0,141,,solid,concrete,limestone,hip,stone,"tin, tile, slag",vapor,652.25,112.786591958385
205,904 FLORIDA AVENUE NW,,360,806,3/22/1884 12:00:00 AM,1884,,,,,81930.0,Rowhouse,1.0,1.0,building,0.0,Yes,,"Waggaman, Thos. E.",10.0,0.0,12.0,28.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,1208,"Waggaman, Thos. E.",,"Kerr, T. W.",brick,dwelling,6200.0,77,,solid,brick,,flat,brick,tin,,256.109375,67.5082743771434
211,2301 49TH STREET NW,,1397,1,9/11/1951 12:00:00 AM,1951,,,,,147822.0,Detached,1.0,1.0,building,0.0,,,"Maxwell, F. R.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,BKRAFT,2/29/2016 3:02:32 PM,0.0,DC Historical Building Permits Index,A-23864,"Maxwell, F. R.",, ,,dwelling,0.0,,,,,,,,,,275.37109375,73.3439438132101
212,2955 UPTON STREET NW,Edmund Burke School,2243,67,,1985,,,,,54981.0,Detached,1.0,1.0,building,0.0,,,,,,,,,,,BKRAFT,4/5/2016 9:49:54 PM,0.0,Sanborn Maps,,Edmund Burke School,, ,,auditorium,,,,,,,,,,,1057.25,147.816149275644
213,4340 ARGYLE TERRACE NW,,2642,51,1/29/1925 12:00:00 AM,1925,,,,,4158.0,Detached,1.0,1.0,building,0.0,,"Hollingshead, T. R.","Vivian, John T., Mrs.",1.0,8.0,25.0,40.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,6604,"Vivian, John T., Mrs.","Hollingshead, T. R.",Martin Brothers,brick,dwelling,15500.0,277,,solid,concrete,,pitch,brick,slate,hot water,208.34375,63.8365107978541
216,137 FLORIDA AVENUE NW,,3103,55,6/9/1911 12:00:00 AM,1911,,,,,57403.0,Rowhouse,1.0,1.0,building,0.0,,"Hales, George P.","Henderson, John M.",5.0,0.0,20.0,32.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,5716,"Henderson, John M.","Hales, George P.","Henderson, John M.",brick,dwelling,15000.0,638,,solid,concrete,Indiana limestone,flat,pressed brick,slag,hot water,128.40234375,52.0716584797803
217,131 FLORIDA AVENUE NW,,3103,52,6/9/1911 12:00:00 AM,1911,,,,,57400.0,Rowhouse,1.0,1.0,building,0.0,,"Hales, George P.","Henderson, John M.",5.0,0.0,20.0,32.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,5716,"Henderson, John M.","Hales, George P.","Henderson, John M.",brick,dwelling,15000.0,638,,solid,concrete,Indiana limestone,flat,pressed brick,slag,hot water,121.73046875,50.429170682008
218,135 FLORIDA AVENUE NW,,3103,54,6/9/1911 12:00:00 AM,1911,,,,,57402.0,Rowhouse,1.0,1.0,building,0.0,,"Hales, George P.","Henderson, John M.",5.0,0.0,20.0,32.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,5716,"Henderson, John M.","Hales, George P.","Henderson, John M.",brick,dwelling,15000.0,638,,solid,concrete,Indiana limestone,flat,pressed brick,slag,hot water,132.24609375,52.2164455704535
219,139 FLORIDA AVENUE NW,,3103,812,6/9/1911 12:00:00 AM,1911,,,,,57404.0,Rowhouse,1.0,1.0,building,0.0,,"Hales, George P.","Henderson, John M.",5.0,0.0,20.0,32.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,5716,"Henderson, John M.","Hales, George P.","Henderson, John M.",brick,dwelling,15000.0,638,,solid,concrete,Indiana limestone,flat,pressed brick,slag,hot water,111.0859375,45.0132166496312
220,133 FLORIDA AVENUE NW,,3103,53,6/9/1911 12:00:00 AM,1911,,,,,57401.0,Rowhouse,1.0,1.0,building,0.0,,"Hales, George P.","Henderson, John M.",5.0,0.0,20.0,32.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,5716,"Henderson, John M.","Hales, George P.","Henderson, John M.",brick,dwelling,15000.0,638,,solid,concrete,Indiana limestone,flat,pressed brick,slag,hot water,123.83203125,48.4638336856576
231,2931 TILDEN STREET NW,,2235,67,1/25/1922 12:00:00 AM,1922,,,,,18985.0,Triplex,1.0,1.0,building,0.0,,"Allard, Wm. C.","Blundon, F. A. (et al)",3.0,0.0,23.0,42.0,1.0,0.0,2.0,BKRAFT,10/1/2015 7:44:51 PM,0.0,DC Historical Building Permits Database,5218,"Blundon, F. A.","Allard, Wm. C.","Allard, Wm. C.",brick,dwelling,28500.0,214,,solid,concrete,,flat,pressed brick,tin,hot water,214.98828125,68.153823424905
232,2935 TILDEN STREET NW,,2235,69,1/25/1922 12:00:00 AM,1922,,,,,18987.0,Triplex,1.0,1.0,building,0.0,,"Allard, Wm. C.","Blundon, F. A. (et al)",3.0,0.0,23.0,42.0,1.0,0.0,2.0,BKRAFT,10/1/2015 7:44:51 PM,0.0,DC Historical Building Permits Database,5218,"Blundon, F. A.","Allard, Wm. C.","Allard, Wm. C.",brick,dwelling,28500.0,214,,solid,concrete,,flat,pressed brick,tin,hot water,218.94140625,69.079944935046
233,2933 TILDEN STREET NW,,2235,68,1/25/1922 12:00:00 AM,1922,,,,,18986.0,Triplex,1.0,1.0,building,0.0,,"Allard, Wm. C.","Blundon, F. A. (et al)",3.0,0.0,23.0,42.0,1.0,0.0,2.0,BKRAFT,10/1/2015 7:44:51 PM,0.0,DC Historical Building Permits Database,5218,"Blundon, F. A.","Allard, Wm. C.","Allard, Wm. C.",brick,dwelling,28500.0,214,,solid,concrete,,flat,pressed brick,tin,hot water,204.578125,67.8684185292696
237,2203 MASSACHUSETTS AVENUE NW,,2512,806,3/26/1890 12:00:00 AM,1890,,,,,88702.0,Attached,1.0,1.0,building,0.0,Yes,,"Lovett, E. D., Mrs.",1.0,0.0,25.0,60.0,1.0,0.0,3.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,1730,"Lovett, E. D., Mrs.",,"Millar, Alex",brick,dwelling,14000.0,136,,solid,brick,,pitch & flat,pressed brick,tin & slate,furnace,253.9296875,79.1409883592669
243,1320 30TH STREET NW,,1242,830,,1869,,not on Boschke,,,,,1.0,,,,,,"Jewell, C. B.",,,,,,0.0,,BKRAFT,8/3/2015 3:21:34 PM,0.0,Assessment of Georgetown DC Real Estate,,"Jewell, C. B.",, ,,dwelling,,,,,,,,,,,144.70703125,55.1492579520663
244,4805 VAN NESS STREET NW,,1530,22,1/17/1979 12:00:00 AM,1979,,,,,,,,,,,,,,,,,,,,,JSINKER,7/6/2016 6:45:18 PM,0.0,,, ,, ,,,,,,,,,,,,,246.953125,63.5076020017175
248,3770 MCKINLEY STREET NW,,1867,33,12/16/1918 12:00:00 AM,1918,,,,,23319.0,Detached,1.0,1.0,building,0.0,,Speiden & Speiden,"Bartlett, L. M.",1.0,0.0,30.0,30.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,1789,"Bartlett, L. M.",Speiden & Speiden,"Zepp, Guy S.",stone & frame,dwelling,5000.0,169,,solid,stone,,pitch,shingles,shingles,hot water,283.80078125,69.245221097301
249,3400 R STREET NW,,1294,232,,1972,,,,,,,1.0,,,,,,,,,,,,0.0,,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Assessment Directory 2011,, ,, ,,dwelling,,,,,,,,,,,201.26953125,62.1316595244737
250,6966 OREGON AVENUE NW,,2385,831,5/20/1953 12:00:00 AM,1953,"renewed 11/4/53, A-49174",,,,136273.0,Detached,1.0,1.0,building,0.0,,,Service Brokerage Inc.,2.0,0.0,0.0,0.0,0.0,0.0,0.0,BKRAFT,2/29/2016 3:02:07 PM,0.0,DC Historical Building Permits Index,A-43274,Service Brokerage Inc.,, ,,dwelling,0.0,,,,,,,,,,348.80078125,86.0555002262726
251,6972 OREGON AVENUE NW,,2385,16,5/20/1953 12:00:00 AM,1953,"renewed 11/4/53, A-49174",,,,136274.0,Detached,1.0,1.0,building,0.0,,,Service Brokerage Inc.,2.0,0.0,0.0,0.0,0.0,0.0,0.0,BKRAFT,2/29/2016 3:02:07 PM,0.0,DC Historical Building Permits Index,A-43274,Service Brokerage Inc.,, ,,dwelling,0.0,,,,,,,,,,338.31640625,81.1130700089842
267,5808 BROAD BRANCH ROAD NW,,2000,26,12/5/1931 12:00:00 AM,1931,,,,,66881.0,Detached,1.0,1.0,building,0.0,,"McClellan, James","McClellan, James",1.0,7.0,25.0,38.0,0.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,148830,"McClellan, James","McClellan, James","McClellan, James",brick & tile,dwelling,8000.0,463,,,brick,,pitch,,slate,hot water,184.265625,64.7760480265153
269,3339 QUESADA STREET NW,,2010,16,1/23/1935 12:00:00 AM,1935,,,,,69878.0,Detached,1.0,1.0,building,0.0,,"White, Clifton B.",Stone (Paul T.) Inc.,1.0,7.0,32.0,35.0,0.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,177201,Stone (Paul T.) Inc.,"White, Clifton B.",Stone (Paul T.) Inc.,cinder block & brick,dwelling,8000.0,527,,,cinder block & brick,,pitch,stucco & stone,tin,hot water,153.4140625,59.2927020764263
276,5233 PARTRIDGE LANE NW,,1447,854,12/9/1941 12:00:00 AM,1941,,,,,120480.0,Detached,1.0,1.0,building,0.0,,"Baxter, Harvey P.","Warther, Edmund G.",1.0,8.0,54.0,30.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,249730,"Warther, Edmund G.","Baxter, Harvey P.","Warther, Edmund G.",brick,dwelling,15000.0,677A,,,cinder block & brick,,pitch,,slate,air conditioning,275.83984375,74.1748738338877
278,3032 RODMAN STREET NW,,2061,812,6/20/1924 12:00:00 AM,1924,,,,,1374.0,Detached,1.0,1.0,building,0.0,Yes,"Santmyers, George T.","Sager, Charles D.",1.0,64.0,39.0,108.0,18.0,0.0,3.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,11205,"Sager, Charles D.","Santmyers, George T.","Sager, Charles D.",brick,apartment,60000.0,263,,solid,concrete,,flat,brick,slag,steam,666.45703125,122.251997933172
297,3021 Q STREET NW,Cook's Row,1282,263,,1868,,,,,,,1.0,,,,,Starkweather and Plowman,"Cook, Henry D.",,,,,,0.0,,BKRAFT,8/3/2015 3:21:34 PM,0.0,historic-structures.com,,"Cook, Henry D.",Starkweather and Plowman, ,,dwelling,,,,,,,,,,,329.66796875,88.8586500858289
298,1704 SEATON STREET NW,,150,83,,1875,,,,,,,1.0,,,,Yes,,,,,,,,0.0,,BKRAFT,9/28/2016 6:40:00 PM,0.0,DC IPS Database,, ,, ,,,,,,,,,,,,,75.6953125,37.2528432643365
305,1237 SHEPHERD STREET NW,,2908,14,2/20/1922 12:00:00 AM,1922,,,,,18709.0,Semi-Det,1.0,1.0,building,0.0,,"Bergman, Max","Bergman, Max",1.0,0.0,25.0,61.0,2.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,5502,"Bergman, Max","Bergman, Max", ,brick,apartment,5000.0,214,,solid,cement,,flat,brick,tin,hot water,281.05859375,78.1601416102612
306,2714 27TH STREET NW,,2109,74,,1911,,,,,,,1.0,,,,Yes,,"Catlett, U. S.",,,,,,0.0,,BKRAFT,9/28/2016 4:40:12 PM,0.0,city directories,,"Catlett, U. S.",, ,,,,,,,,,,,,,102.51953125,42.6143975107378
331,3017 P STREET NW,,1269,373,,1830,,,,,,,1.0,,,,,,"McChesney, David",,,,,,0.0,,BKRAFT,9/28/2016 6:38:31 PM,0.0,DC IPS Database,,"McChesney, David",, ,,dwelling,,,,,,,,,,,191.67578125,68.7674948903432
345,4116 18TH STREET NW,,2638,839,4/4/1950 12:00:00 AM,1950,,,,,135978.0,Detached,1.0,1.0,building,0.0,,,"Bortman, Arnold",1.0,0.0,0.0,0.0,0.0,0.0,0.0,BKRAFT,2/29/2016 3:02:07 PM,0.0,DC Historical Building Permits Index,A-5692,"Bortman, Arnold",, ,,dwelling,0.0,,,,,,,,,,388.96875,87.0050740361903
346,1001 HARVARD STREET NW,,2852,33,7/28/1944 12:00:00 AM,1944,,,,,123209.0,,1.0,1.0,building,0.0,,Potomac Electric Power Co.,Potomac Electric Power Co.,1.0,3.0,0.0,0.0,,0.0,1.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,271759,Potomac Electric Power Co.,Potomac Electric Power Co., ,concrete & brick,substation,10000.0,708,,,concrete,,flat,,slag & gravel,none,265.359375,86.9098769338716
364,3726 CONNECTICUT AVENUE NW,,2060,31,9/18/1931 12:00:00 AM,1931,"Max Gorin, Pres. Of Southern Const. Co., class 3",,,,66511.0,Detached,1.0,1.0,building,0.0,Yes,"Mesrobian, M.",Southern Const. Co. Inc.,1.0,342.0,320.0,70.0,117.0,0.0,5.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,146687,Southern Const. Co. Inc.,"Mesrobian, M.","Gorin, Max",concrete & brick&tile,apartment,500000.0,457,,,brick,,flat,,slag,vapor,3754.94140625,512.459597217033
365,2502 CHAIN BRIDGE ROAD NW,,1412,69,,2004,,,,,,,,,,,,,,,,,,,,,BKRAFT,9/28/2016 7:40:15 PM,0.0,DC Office of Tax & Revenue,, ,, ,,dwelling,,,,,,,,,,,382.03515625,91.3379815188163
366,800 F STREET NW,,406,11,,1876,,,,,,,1.0,,,,Yes,"McGill, James H.",Barber (A.L.) and Company,,,,,,0.0,,BKRAFT,9/28/2016 4:46:45 PM,0.0,DC Assessment Directory 2011,,Barber (A.L.) and Company,"McGill, James H.", ,,,,,,,,,,,,,2661.15625,223.993539472044
368,5330 COLORADO AVENUE NW,,2718,821,4/26/1922 12:00:00 AM,1922,,,,,17901.0,Detached,1.0,1.0,building,0.0,,"Santmyers, George T.","Munro, Robert",1.0,0.0,40.0,180.0,21.0,0.0,3.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,7779,"Munro, Robert","Santmyers, George T.","Munro, Robert",brick,apartment,100000.0,219,,solid,concrete,,flat,brick,slag,hot water,1179.09375,177.984492704126
369,4844 ROCKWOOD PARKWAY NW,,1513,12,8/9/1950 12:00:00 AM,1950,,,,,143613.0,Detached,1.0,1.0,building,0.0,,,Miller (W. C. & A. N.) Development Co.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,BKRAFT,2/29/2016 3:02:28 PM,0.0,DC Historical Building Permits Index,A-11104,Miller (W. C. & A. N.) Development Co.,, ,,dwelling,0.0,,,,,,,,,,273.2578125,75.1741178425639
379,602 N STREET NW,,448,114,,1880,,,,,,,,,,1.0,,,,,,,,,,,BKRAFT,9/28/2016 7:52:55 PM,0.0,DC Office of Tax & Revenue,, ,, ,,,,,,,,,,,,,1182.078125,165.998249563374
384,1524 35TH STREET NW,,1292,202,6/26/1872 12:00:00 AM,1872,Georgetown,,,,131099.0,,1.0,1.0,building,1.0,,,Sisters of the Visitation,1.0,0.0,121.0,84.0,0.0,0.0,3.0,BKRAFT,9/28/2016 7:07:48 PM,0.0,Evening Star newspaper report on building permits issued,13,Sisters of the Visitation,, ,brick,,0.0,,,,,,,,,,1680.72265625,165.687567722528
388,1312 35TH STREET NW,,1227,809,6/3/1937 12:00:00 AM,1937,,,,,76230.0,Rowhouse,1.0,1.0,building,0.0,,"Mo?ry, Eldrid","Eldridge, Russell",3.0,5.0,14.0,42.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,203182,"Eldridge, Russell","Mo?ry, Eldrid","Eldridge, Russell",brick,dwelling,10000.0,576,,,brick,,pitch,,tin & slate,hot water,97.046875,44.8065346662745
389,1308 35TH STREET NW,,1227,817,6/3/1937 12:00:00 AM,1937,,,,,76228.0,Rowhouse,1.0,1.0,building,0.0,,"Mo?ry, Eldrid","Eldridge, Russell",3.0,5.0,14.0,42.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,203182,"Eldridge, Russell","Mo?ry, Eldrid","Eldridge, Russell",brick,dwelling,10000.0,576,,,brick,,pitch,,tin & slate,hot water,116.5546875,47.2845316056027
390,1310 35TH STREET NW,,1227,810,6/3/1937 12:00:00 AM,1937,,,,,76229.0,Rowhouse,1.0,1.0,building,0.0,,"Mo?ry, Eldrid","Eldridge, Russell",3.0,5.0,14.0,42.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,203182,"Eldridge, Russell","Mo?ry, Eldrid","Eldridge, Russell",brick,dwelling,10000.0,576,,,brick,,pitch,,tin & slate,hot water,92.4765625,46.0413459023125
392,4915 ASHBY STREET NW,,1399,31,9/30/1938 12:00:00 AM,1938,,,,,108100.0,Detached,1.0,1.0,building,0.0,,Gunnison Housing Corp.,"Harris, Edmond S.",1.0,6.0,24.0,40.0,1.0,0.0,1.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,217046,"Harris, Edmond S.",Gunnison Housing Corp.,"Marshall-Walker, Inc.",frame,dwelling,5400.0,604,,,concrete block,,pitch,,asphalt comp,hot air,270.91796875,70.5013976249613
393,4950 QUEBEC STREET NW,,1474,16,9/11/1933 12:00:00 AM,1933,,,,,68642.0,Detached,1.0,1.0,building,0.0,,"MacNeil, G. E.","Miller, W. C. & A. N.",1.0,9.0,53.0,28.0,0.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,166073,"Miller, W. C. & A. N.","MacNeil, G. E.","Miller, W. C. & A. N.",stone & frame,dwelling,10300.0,503,,,stone,,pitch,,slate,hot water,219.26171875,71.8813346723499
394,4627 BUTTERWORTH PLACE NW,,1548,836,4/15/1941 12:00:00 AM,1941,,,,,118256.0,Detached,1.0,1.0,building,0.0,,"Dominick, Theodore W.","Pasqual, Joseph",1.0,8.0,32.0,38.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,242480,"Pasqual, Joseph","Dominick, Theodore W.",Pasqual & Gibbons,cinder block & brick,dwelling,8000.0,645,,,cinder block & brick,,pitch,,slate,hot air,194.76171875,56.5881876539207
401,3117 TENNYSON STREET NW,,2349,104,9/4/1936 12:00:00 AM,1936,,,,,74083.0,Detached,1.0,1.0,building,0.0,,"White, Geo. S.","Williams, S. M.",1.0,6.0,33.0,25.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,195013,"Williams, S. M.","White, Geo. S.","Williams, S. M.",cinder block & brick,dwelling,8000.0,563,,,cinder block,,pitch,,slate,hot water,206.16015625,63.2651665898225
403,2017 BELMONT ROAD NW,,2543,81,6/2/1923 12:00:00 AM,1923,,,,,14516.0,Attached,1.0,1.0,building,0.0,Yes,Bubb & Syme,DuBois & Hendrick,2.0,0.0,23.0,38.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,11287,DuBois & Hendrick,Bubb & Syme,DuBois & Hendrick,brick,dwelling,27000.0,241,,solid,concrete,,pitch,brick,tin,hot water,270.74609375,82.818304750372
404,2015 BELMONT ROAD NW,,2543,80,6/2/1923 12:00:00 AM,1923,,,,,14515.0,Attached,1.0,1.0,building,0.0,Yes,Bubb & Syme,DuBois & Hendrick,2.0,0.0,23.0,38.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,11287,DuBois & Hendrick,Bubb & Syme,DuBois & Hendrick,brick,dwelling,27000.0,241,,solid,concrete,,pitch,brick,tin,hot water,177.28515625,57.8076551025796
